text,author,date,stars,trail,source
"
 I had some fun on this trail. Just nice XC riding here, nothing to get too excited about. In the middle of the trail there is an area that was logged so it looks like a wasteland. The trail there was packed with lime rock so you can really blaze thru it. ",IdahoLife,"December 19, 2011",3.0,Christmas Section,https://www.singletracks.com/bike-trails/santos/
"
 The length and variety make this the best red at Santos. I think there is something here to challenge all riders. you wont be bored. ",IdahoLife,"December 9, 2011",5.0,Imba Red,https://www.singletracks.com/bike-trails/santos/
"
 A cool little trail in the Christmas section of Santos. Short and sweet. There are some quick elevation changes and some stuff you can play on.  ",IdahoLife,"December 4, 2011",3.0,Canal Diggings,https://www.singletracks.com/bike-trails/santos/
"
 A great section of Santos. It's a nice long ride with a lot of variety. You go from tight twisty singletrack to playing on the canal diggings to wide open pine forests where you can open up the throttle. Great trail and well maintained by OMBA. ",IdahoLife,"December 3, 2011",5.0,Nayles Trail,https://www.singletracks.com/bike-trails/santos/
"
 Nice XC singletrack. not much in the way of technical challenges. You can connect this with Ern n Burn for a nice loop. A good place for beginners to get some miles in ",IdahoLife,"November 30, 2011",3.0,Beyond,https://www.singletracks.com/bike-trails/santos/
"
 One of the best trails I've mountain biked on. Loved every minute, trails range from beginner-advanced, very well marked and mantained. If you want to practice endurance, this is a good one. Had over 45 miles on my ride there! I consider myself an intermediate rider and I was able to do all the trails except one or two sections in John Brown. Fun stuff! Would move to Ocala to be close to this one! ",malva,"November 29, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Santos is a great trail system, if a bit overrated.  I wouldn't rank it in the top 25 in the nation.  It has a lot of options with trails ranging from ridiculously easy to really technical hard stuff. My favorites here are IMBA Red, Sinkhole and John Brown, although John Brown can be a bit too technical for me to clear everything, especially when the slick mud is on the rocks n' roots and makes you spin out and lose all momentum. Dr. Ruth is good too, but some of the blues are almost too easy compared to other intermediate trails i've ridden in Florida.  I like Alafia and Balm-boyette better for flow and fun in Florida, with Balm-boyette taking the trophy for my favorite ride in the state (that's still open). Overall, the additional amenities like a campground, tons of miles, and the skills area are a big plus to make Santos a national Epic destination, however.  You will have fun, but there are tons of other trail systems out there that should rival Santos Epic status. Edit. . . If you consider the Ross Prarie area trails as part of santos, and they keep connecting the two campgrounds throughout the greenway with similar trails. . . Then this system will reach truly ""epic"" status. Trails like ern 'n burn and nayl's going all the way up to santos would give you about 50 miles (one way) of Florida mtb fun.* Review edited 12/30/2011 ",dcluley,"November 27, 2011",4.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 WOW...thats how i describe this trail. I always rode in the Vortex section of Santos but i'm glad I went to check out ern n burn. This is now my favorite santos trail. The trail uses the diggings to perfection.  ",IdahoLife,"November 27, 2011",5.0,Ern N Burn,https://www.singletracks.com/bike-trails/santos/
"
 Pretty fun trail. Quite technical with some good-sized rocks and boulders. Gets pretty hairy in some spots and has some sharp turns. It's a little bit short for my taste. I prefer IMBA Red because of its length and it is a little more flowy, yet still technical. If you're at Santos, definitely check this trail out, though. Oh, just a heads up, watch out for a guy trail running on this trail. I'm pretty sure he's not supposed to, but I have seen him at Santos a couple times. Very annoying when you feel like you have to give way to someone on foot when it's a bike trail. ",afullsodacan,"November 26, 2011",4.0,John Brown,https://www.singletracks.com/bike-trails/santos/
"
 Crazy steep and technical trail. I had to pansy out and walk quite a bit of it. I hope to eventually conquer it. For me, I prefer IMBA Red and John Brown. I find them a little more at my level, so I found them more fun. If you're an expert, you will probably really enjoy this trail. I'll give it a 5 because it is so crazy for a Florida trail, but for overall fun for someone like me, I'd say 4 stars ",afullsodacan,"November 23, 2011",5.0,Anthill,https://www.singletracks.com/bike-trails/santos/
"
 Wow, this is my favorite red trail at Santos. Lots of up and down hills with lots of rocks too--very surprising for Florida. Has some pretty steep parts and is pretty darn technical--yet not too technical. To me, this is  the most flowy red, peppered with skinnies, dropbridges, rockhops. I'm not that great at that kind of stuff yet, but most of those things have ways around them. Its also the longest red by far. John Brown is about the same level. If you want crazy technical, ride Ant Hill. It was too much for me, haha.* Review edited 11/22/2011 ",afullsodacan,"November 23, 2011",5.0,Imba Red,https://www.singletracks.com/bike-trails/santos/
"
 First trip to Santos Today. I rode all the Blue (Intermediate) trails (Twister, Cow Bone, Dr. Ruth, Bunny, Marshmallow, Speedway and Canopy) and all the Red (Advanced) trails (Vortex aka IMBA Red, Sinkhole, Rattlensake Ridge, Anthill, John Brown and Magic Mountain) in the Santos and Vortex sections. Some twice. I also rode some of the Yellow trails (mostly to get to the Blue and Red trails), rode both pump tracks, did a couple of drops and some tabletop dirt jumps. All told I rode more than 25 miles and really tested my skills. I enjoyed the Blue trails the most: fast and flowy with lots of nice bermed corners, switchbacks and tech in the form of rock gardens and roots. I'm an intermediate rider, and I handled all the blues without problem, including the two most difficult blues, Dr. Ruth and Cowbone. Twister was my favorite--long, fast and lots of banked corners.  The only Red trail I completed without eating sh*t was Sinkhole. Some of the stuff on the Red trails is very, very difficult for someone at my level--often with very serious consequences for failure. Some of the climbs up rocks are just silly, and there are quite a few big, fast descents on rock with lots of loose rock and sharp corners. I'm pretty shredded right now, but glad I tried them all. I thought the blues were too easy, and the reds (for the most part) were a little beyond my abilities. I was hoping for more trails with big, fast dirt downhills and uphills, ala Chuck Lennon. Still this place is amazing, and I'll be back. I've got a lot of work to do before I can ride all the reds. * Review edited 10/26/2011 ",JSF,"October 26, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 This trail should not be in the top 500.  I lived in ocala for 5 years and rode this trail 20-30 times.  There are some ridiculous drops in what appears to be an old quarry and a terrain park.  Other than that the 100 degree days and enormous banana spiders pretty much ruin the average single track and poorly designed trails.  If you live in Florida give it a try but I would not travel here.  There are too many other great trails around the country ",wsutter,"August 16, 2011",2.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 I cant say much more than what has already been said 100 times over. Santos is a great park that has something for everyone, even the begginer. If you ever had the desire to throw yourself off a cliff...then this is your destination! plenty of big drops in excess of 20' here. If you like the technical stuff...then come on on out, plent of that too. If your just into pedalling all day on a flowing single track, then this is your place too..great blue rated trails that have the best flow and super great surface. I will be back many times to come. Be sure to visting the guys at the Santos Trail Head Bike Shop, they will treat you right.* Review edited 8/1/2011* Review edited 8/1/2011 ",Crowbar12,"August 1, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 I absolutely love Twister. I rode a few of the red (advanced) trails, but I had the most fun on Twister (intermediate). This trail was a winding, quick-paced, weave through the forest, which also had some fun hills, and even a few crazy steep, approximately 10-foot high mounds back-to-back, which made it like a little rollercoaster section. ",afullsodacan,"August 1, 2011",5.0,Twister,https://www.singletracks.com/bike-trails/santos/
"
 This a great trail system. I had a lot of fun at this place. It doesn't seem to be as well known as Alafia, but it is easily as good, if not better in my opinion. Like Alafia, it has some pretty crazy stuff, but also some trails that even beginners could ride. I absolutely loved Twister. I rode a few of the red (advanced) trails, but I had the most fun on Twister (intermediate). This trail was a winding, quick-paced, weave through the forest, which also had some fun hills, and even a few crazy steep, approximately 10-foot high mounds back-to-back, which made it like a rollercoaster section. I definitely want to visit this place again. Although next time I plan to have a printed-out map. That was the only draw back was that I got lost a few times, because there were no brochure style maps that you could grab at the trailhead sign. But that's what you get when you don't have to pay to ride. ",afullsodacan,"August 1, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Went to Santos for the first time. We have only been riding blue and mild reds for a little bit. Blues where great and the red by the vortex, that we walked kicked our @$$. we will definitely vacation there again.    ",RazorRay,"July 22, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 First of all, @ clickner: I have seen other trail reviews from you and you always poo poo them with one star no matter how awesome they may be..what gives?? Forget the 'global ranking', that means nothing. I have ridden the 'top ten' and they are all great but we all have our own idea of what a great trail system is. Though Santos is 2 hours from my house, I ride it at once a month because it is, simply put, one of the the best trails in the country. The 'red' trail systems are bad @$$ and the blues are a great warm up. In fact, if I had one suggestion to OMBA (thanks for the great trails btw) would be to make the blues a bit  more challenging than they are now...many of them are simply yellow trails. I don't need to reiterate some of the great reviews below, but I will say that you can ride a solid 15 miles on some of the most technical riding you can find, and without the work of a whole lot of climbing. IF you can ride all of these trails without walking a bit, then you truly are an expert. But there is something for everyone, and if you ride ALL 60 Epic miles in one day, I promise you that you will get a great workout. BTW, rode this yesterday, and some trails are sandy in spots, and will be until we get  more rain. Thanks again OMBA... I will miss this trail when I move to Colorado ",Michael Paul,"June 12, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 So you are telling me that this trail is  #48th and Telegraph Trail System in Durango CO is in the 400s? There is something wrong with this system.  ",clickner,"May 9, 2011",1.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Santos is arguably one of the best trail systems on the east coast. Trails are superbly built/maintained and have much to offer whether you're either a beginner, the weekend warrior or an expert. Trail markings leave a little to be desired though so expect to do some back tracking your first visit.    * Review edited 2/26/2012 ",limetownjack,"April 10, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Santos is a mountain bike destination. There is something for everyone here. Only one thing to add to all the previous reviews. New trail is being added west of SW CR 484, This is west of the 49th St TH. ",RoadWarrior,"April 5, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Great cross country riding!  A good way to change it up from the more popular sections of Santos.  A nice long ride with some semi-technical sections.  You'll have a blast out here!  ",joetutt,"March 31, 2011",4.0,Nayles Trail,https://www.singletracks.com/bike-trails/santos/
"
 The ride would be on the boring side if it wasn't for the beautiful scenery.  This is one of those rides where you take a deep breath, open your eyes wide open and take in the scenery.  Always enjoy riding through Canopy. ",joetutt,"March 31, 2011",4.0,Canopy,https://www.singletracks.com/bike-trails/santos/
"
 This trail is a blast.  One of the best thing about this red is it's length.  It's, by Santos standards, a long red, so you get to enjoy the good stuff for quite some time.  Love the rock gardens!  ",joetutt,"March 31, 2011",5.0,Imba Red,https://www.singletracks.com/bike-trails/santos/
"
 This is a good one. I like starting near the main trail head so you get to go down the rock gardens instead of up ",IdahoLife,"March 31, 2011",4.0,Cow Bone,https://www.singletracks.com/bike-trails/santos/
"
 Trail was very well maintained which really surprised me. My buddy and I cut through most of the single track to get to the vortex section and then proceeded to spend the rest of the day hitting the jumps. Again I was taken back by just how well the park was upkept and clean. There were picnic tables and trashcans which im sure helped in keeping the park green. Probably the most fun Ive had at a mountain bike park. Although the signle track at Alafia was a little more challenging. ",MERCE006,"March 30, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Another one of my favorite blues, Cow Bone seems very similar to Sinkhole, a nearby red trail.  You can really get some speed here and it has a few sweet rock gardens that are really fun.  Depending on which way you're going you've got some short technical climbs or descent which are great as well. ",joetutt,"March 30, 2011",4.0,Cow Bone,https://www.singletracks.com/bike-trails/santos/
"
 This is another classic Santos red trail. Has a little bit of everything and can be a blast to run. Be ready for small steep climbs and rocks. Def hit this trail if you are at Santos.  ",IdahoLife,"March 30, 2011",4.0,Rattlesnake Ridge,https://www.singletracks.com/bike-trails/santos/
"
 A lot of rock gardens to get some practice on. This is the easiest red trail in Santos but you will still need some skills to ride thru the whole thing. It’s a good trail to master if you want to step up from the blue trails without wrecking constantly.  ",IdahoLife,"March 30, 2011",4.0,Sinkhole,https://www.singletracks.com/bike-trails/santos/
"
 Great trail to test your skills. not a very long trail but that just means yo get to do it over and over again. very fun ",IdahoLife,"March 30, 2011",5.0,John Brown,https://www.singletracks.com/bike-trails/santos/
"
 Really fun short red trail.  Not as good as John Brown but still fun!  Like the little ridges and enjoy the tight little climbs.  Good heart pumpin' action. ",joetutt,"March 30, 2011",4.0,Rattlesnake Ridge,https://www.singletracks.com/bike-trails/santos/
"
 Although red, it's not super technical, but really fun and fast.  Has some really fun rocky sections that you can just blast through and a number of short fun climbs.  Fun red to start on! ",joetutt,"March 30, 2011",4.0,Sinkhole,https://www.singletracks.com/bike-trails/santos/
"
 My favorite red at Santos!  Love the short techy climbs and gnarly boulders.  Great to ride both directions, love to do it several time over to really get the heart pumpin.  Fun trail, don't miss it. ",joetutt,"March 30, 2011",5.0,John Brown,https://www.singletracks.com/bike-trails/santos/
"
 Little elevation changes, not technical at all.  Not too much fun, but a quick and easy way to get from the Santos trailhead to the Vortex section.  If you have the time, use the other trails to get in and out of Santos, but if you pressed for time to get back to the trailhead, use Pine Tree. ",joetutt,"March 30, 2011",2.0,Pine Tree Loop,https://www.singletracks.com/bike-trails/santos/
"
 I love Twister!  Super fast and flowy with sweet banking turns twisting through the Santos trail system.  Plus, it's long, giving you plenty of time to enjoy yourself.   ",joetutt,"March 29, 2011",5.0,Twister,https://www.singletracks.com/bike-trails/santos/
"
 Nice and flowy section of Santos.  Not over exciting, nor is it technical, however fun way to either cool the legs down after crushing the reds or warm them up beforehand.   ",joetutt,"March 29, 2011",3.0,Bunny,https://www.singletracks.com/bike-trails/santos/
"
 A real fast flowing trail that I like to see how fast I can go. In my opinion this is barely and intermediate trail. Not much elevation change and just minor obstacles. All riders should be able to enjoy the bunny.        ",IdahoLife,"March 26, 2011",3.0,Bunny,https://www.singletracks.com/bike-trails/santos/
"
 A short but sweet trail in Santos. There are a couple of rock gardens and roots to contend with that add to the appeal of the trail. Nice singletrack that is one of my favorites in Santos.      ",IdahoLife,"March 26, 2011",4.0,Dr Ruth,https://www.singletracks.com/bike-trails/santos/
"
 A beginner’s trail that is fun for all skill levels. Beginners will enjoy the ease and build some confidence and more experienced riders will enjoy flying thru the track.    ",IdahoLife,"March 26, 2011",3.0,Dog Bone,https://www.singletracks.com/bike-trails/santos/
"
 A nice loop that is suitable for beginners trying to get into MTB or just for anyone who wants to enjoy Santos. The trail winds thru some nice scenery and will take you to most trails throughout Santos.  ",IdahoLife,"March 26, 2011",3.0,Pine Tree Loop,https://www.singletracks.com/bike-trails/santos/
"
 I rode John brown twice last weekend.  What a great trail system!  There is something for everyone.  OMBA really takes great care of these trails.  These are some of the best trails in Florida. ",tyonkers,"March 22, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Santos has something for everyone and it is one of my favorite trail systems in Florida. It has fast flowy trails, and though rocky trails, and also has a 50 mile Epic that can offer you a little of everything. it also has 2 different Pump tracks and one of the best Jump sections I have ever seen... Great camping, and bike shops very close by.. the complete package! * Review edited 3/17/2011 ",darrinw2001,"March 17, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 One of my favorites in Santos. There are a couple of good drops off of some mounds in the beginning and then you get into some fast twisty singletrack. Well maintained and very fun ",IdahoLife,"March 15, 2011",4.0,Twister,https://www.singletracks.com/bike-trails/santos/
"
 I have ridden Santos twice.  It is a well maintained trail and one of Florida's best - but I found it very flat and had a hard time getting my heart rate elevated.   Warning - beware of ticks.  I did not wear a deet based insect repellent and arrived home after my second ride removing about 8 deer ticks that I found over the next few days.  I wont ride again witout wearing strong insect repellent.   ",dxpedlar,"March 13, 2011",3.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 One of the best in North/Central Florida. ",IdahoLife,"February 9, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Super maintained trails. We headed out into the trails from behind Santos bike shop on Hwy441 headed straight for the landbridge over I75.  Believe it took us 45min ...very fast trails some tight spots and switchbcks.   Overall fun.  No spiders right now either. ",orlando7,"January 18, 2011",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Great trials section. 25 miles greenway. Nice trails. Great camping ",jbster13,"November 4, 2010",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 We rode the Vortex side, not Santos. We def got to practice our switchbacks. hehe  The ride in Vortex was pretty, but of course flat slightly boring. They did have a pump track that was pretty small. Avoid the ""advanced"" trails as they are just crazy. Not extreme, just poorly planned. Climbing a 60* rock or tight trees where you're ducking under spiders is not ""advanced"", just unridable. I think the highlight of the Vortex was the jumping section. Not easy to do, but set up nice and great for practicing catching air. My husband loved this part... ",sun79rise,"September 1, 2010",2.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Finally rode Santos and like everyone's told me it's unbelievable!  With the exception of hardcore downhill, there's something for everyone out there.  We rode several trails, John Brown, Vortex, Twister, Bunny, Dr. Ruth, Canopy, and one or two more.  Loved John Brown and Vortex.  Both short but really sweet technical trails.  Twister and the Bunny trail were both really fast, clean, fun rides.  All sections are really well maintained.  Came across a couple pump tracks.  Had an absolute blast out here.  This place is a mountain biker's dream. ",joetutt,"August 28, 2010",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Rode the trail a week ago and it started out great until I let somebody talk me into riding the vortex for a beginner bad move.Took a spill on a downhill dip other than that the trail was great. ",jamestime1,"August 11, 2010",4.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 just plain insane mtb'ing for FL. my first time out there and we clocked over 20 miles , riding most all of the red and blue trails, and some of the yellow trails. Can't wait to go back! ",sevendaysoff,"July 11, 2010",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Not much for elevation, but trails were amazing.  Very well maintained and marked.  Fun riding throughout.  Rode over 20 miles and still have much more to explore and repeat!!  Might have to come back down again next year to have more fun! ",eastwood,"February 22, 2010",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Very well maintained trail, Santos Area is great for speed and endurance but if you are looking for technical trails you should go straight to vortex area, a little short but challenging and super fun. ",ziraga,"February 16, 2010",4.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Just read all the reviews below... This park is the best in the South East. ",Mattgarrett,"January 30, 2010",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Wow, there are a lot of miles of trail here along with a ton of variety. On most of the blue trails I found the technical stuff was too far apart and I'd love to have more red trails but overall the there is a ton of fun to be had in Santos. I don't think hit soft sand once which was a pleasant surprise. With so many miles of track there it would be great if there was some beginner track for the kids. Much of the yellow trail is very tame but the chance of the kids colliding with a fast rider is pretty high.* Review edited 12/19/2009 ",jls,"December 19, 2009",4.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 The trail with the most variety in Florida. Beginner to expert, fast swooping sections like twister, rocky, more technical loops like Vortex, rythmn section, and the quarry. Top trail in FL along with Alafia.* Review edited 11/24/2009 ",GoKite5,"November 25, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Trails are in great shape. The camping area is really nice, full amenities. Spend two days here if you can. ",Phlip44,"October 17, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Just finished my 2 day ride at Santos and now on my way to Alafia.  Santos is a great ride for everyone! The beginner and intermediate trails are smooth and flow beautifully through the forest.  Havent ridden much of the red trails, but the ones through the vortex area were very fun with a lot of ups and downs.  And then there is the Vortex area itself which is amazing! I love Santos! ",wheelieboy,"August 16, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 I'm a newbie and I just finished riding this place for the second time and is AWESOME! The EZ's are really easy and the intermediates have some sweet (but doable) technical stuff and fast ups and downs mixed with some fun twisty twisty and some smooth riding. And the red's are definitely hard, but if you're ok with putting your feet down when you need to and walking when you're in over your head, then def see what you can pull off, and you'll prob surprise yourself! It's truly got something for everyone and the variety makes it a choose your own adventure for how challenging you want it to be. LOVE twister!! ",mudly68,"August 3, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Best trail system I've been on for florida. If you like to freeride. It's the only place I know of to really test what your made of. ",auratone25,"July 3, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 love all the trails the red marked are awsome, the drops insane loved them on a 20in andnow i love them more on a 26in XD ",bmxjosh25,"June 24, 2009",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 I've been to Santos twice now and I think that it's great. I'd have to say that it is better than Alafia due to the amount of miles there and the diverse type of trails.The first time I went I found myself annoyed by all the trail intersections which forced you to constantly decide which way to go. The second time I took a little time to figure out the trail colors so I could just shoot for the harder stuff. I have yet to be there when the freeride guys are doing their thing but hope to catch them in action soon. The little freeride practice area has some short drops that are always fun. The campground is good and happens to be right next to the trail head. We are truly lucky to have a trail system like this in Florida! I won't hesitate to make the 1.5 hr trip again soon. ",Tranceman,"October 28, 2008",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Santos is the best trail in Florida, hands down! It's size alone means that you can't see it all in one day and it just keeps you coming back for more. The vortex freeride section has everything, huge drops, jumps, even a bmx track. Due to the fact that it was built in a quary means the elevation changes will have you questioning wether or not you are really in Florida. If you havn't been to Santos yet you're missing out. ",jester450,"October 9, 2008",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 UNBELIEVABLE ",Jordan300,"August 18, 2008",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Finally went last weekend and the place is rocking. Lots of great people there that'll help you out if you get lost (really not that bad a layout, for as long as the trails are it's easy to get back to trailhead). The trails were in excellent shape considering all the rain lately, only a couple muddy patches. Advice? Bring plenty of liquid. A bottle will not do it cause it's so long and you'll find yourself having to go all the way back every hour or so. Other than that, i had a blast exploring this place for the first time. ",Phlip44,"August 1, 2008",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 All I can say is, ""wow"". This place has it all- easier trails for beginners, freeride areas for the experienced, and just some fun riding. I love it here. Going out there again this weekend to try out some other trails I didn't have a chance to hit the last time. This place is HUGE! ",rich67,"July 6, 2008",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Their is just not enough words to describe how epic of a ride you will have at Santos.  Their is something for every level of skill, from the very beginner to the most expert rider.  Love the free riding area of the Vortex, but their are some really insane jumps their, some that I would not partake in!  Anthill rocks, but short.  John Brown & Magic Mountain rock also!  Pine Tree is really a nice trail for the beginner or just a good work out that you can get some good speed on, even when wet.  I live in Melbourne, FL (about 120 miles or so) and it is always worth the time coming or even camping their at Santos or the surrounding area.  Just beautiful country!!  They took all our good trails away here in my area, and the only worth while trail riding is either in Ocala or Tampa/Lithia area.  All be safe and ride hard!  MTB'ing ROCKS!!* Review edited 6/22/2008 ",spcoast,"June 23, 2008",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 First off, it's tough to give this trail an overall difficulty rating because the trails are so varied. Yes, there are about 60 miles of trail here (hard to believe but true) and yes Florida mountain biking rocks. I wasn't sure what to expect myself but now I'm a believer. I rode most of the trail during the OMBA Spring Break Epic ride (40 miles) right after a morning rain shower. I was afraid the trails might be muddy but on the contrary - the rain helped compact the sand, making the trails fast and fun. Speaking of sand - there really isn't that much - it's mostly covered with leaves and pine needles. Anyway, Santos is legit even for those outside the sunshine state. ",Jeff Barber,"March 17, 2008",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Awesome flowing single track...for Florida at least...mostly hardpack with very little sand and it also has a great expert section with sets of jumps and several large drops ",Fatsnook,"October 3, 2007",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 There are many trails to take . The trails are marked to indicate level of difficulty. Yellow tags indicate beginner level trails, blue is for moderate level trails, and red trails are for experienced riders. Remember that the trails tend to wind and intersect with each other so listen for approaching riders.* Review edited 9/12/2007 ",ositoking,"September 13, 2007",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 I just went to this trail for the frist time in july 07 and WOW!  The scenary here is amazing (especially coming from south florida.)  The trails are really fun for everyone, even the easy trails because they are really fast.  And then there is the freeride area.  That area is amazing.  There is so many jumps and drop offs.  I would go to Santos just to ride in the freeride area. ",wheelieboy,"August 9, 2007",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 By far the best Florida has to offer in my opinion. It has everything from Family biking trails that are just as smooth as can be all the way to the most extreme double black diamond courses winding in and out of an old rock quarry. The pit of the quarry has been transformed into a BMX course that is free ride (AOR). In Santos you have epic rides like Ant Hill, Magic Mountain, and John Brown. If your not careful you will surely be carried off these trails. First major injury occured here, another friend was taken away in an ambulance. So if you are looking for everything from Sunday strolls to Diabolical madness, this is the place.. (Word of advice, bring a med kit, won't go unused) ",necritheus,"July 17, 2007",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 What an experience for only my second time out on a mtb.  Will be spending alot more time at Santos.  Challenging, epic, well kept. ",dmax67,"June 29, 2007",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 humongous mtb park. you can spend days riding there. there is a campground on premises. trails are marked well and are of different levels of difficulty for everyone. bring map, plenty of fuel and hit the trails very early in the morning.  ",rocketbracket,"October 26, 2006",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 This trail system and park totally rock. There is something for everyone and all levels. The trails are hard packed well groomed and obviously receive TLC all the time. The Vortex area will challenge even Daren Bearcloth. There are drops as deep as 27' and ladder bridges that will keep you in line. Probably the best trail system and freeride park I have ridden.  ",deesnats,"October 3, 2006",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Great Trails.  Lots of fun for everyone. All the trails are well marked.  The maps posted throughout the riding area are great.  The technical trails are definitely challenging and very rocky.  All the other trails moderate and easy were awesome.  This was definitely worth the 1 1/2 hour drive that I made for this ride. ",dlnelson15,"September 4, 2006",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 I rode this trail today. There are many trails to choose from and you could ride all day long. About 70% of the trail is for beginners, 20% is intermediate, and 10% is advanced. The advanced sextion is very rocky and technical. You have to be a real mountain biker and for the freerider, it is the best place in Florida. They have many downhills, jumps, and bridges. The woodlands of the trail are very nice.  ",ositoking,"July 3, 2006",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Best singletrack in Florida.  Over 20 miles of trails.  Area also includes separate hiking & horse trails.  There is something for every type of rider here...scenery, great singletrack, technical challenges, and downhill.  Other decent trails in the Ocala and Gainesville area. ",pryder,"February 12, 2006",5.0,Unknown,https://www.singletracks.com/bike-trails/santos/
"
 Lots of fun.  Stayed off of the expert trails  but was still able to ride a most of the trails. ",Phelpsfamilyof4,"August 3, 2022",4.0,Unknown,https://www.singletracks.com/bike-trails/alafia-river-state-park/
"
 Great challenging trails... something for everyone.. just a great system ",LowDawg,"May 29, 2022",3.0,Unknown,https://www.singletracks.com/bike-trails/alafia-river-state-park/
"
 Very fun trails that are very well maintained. There is definitely something for everyone here. Loved it! Everyone was very friendly ",TravisGill,"December 29, 2021",5.0,Unknown,https://www.singletracks.com/bike-trails/alafia-river-state-park/
"
 Great trail system, from mild to wild ",barrybikes,"January 4, 2020",5.0,Unknown,https://www.singletracks.com/bike-trails/alafia-river-state-park/
"
 Top trail system.   Among the best I've ridden in the East.   What a great trail system. Highly recommended.  Buzzard Bay Loop kinda creepy. Must be a hundred big buzzards in the trees around the small pond.  Felt like they were just waiting for me to fall so they could attack. =:-o.     Trailheads are very well marked and include QR code's you can scan to get information about that specific loop.  I rode the day after a rain and the trails were in good shape.  Seems they are mostly sand and drain well. Many places on the trail system there are large boards with the full trail system
Map.  Trails are properly rated for the skill level.  Lots of boardwalks and variety for any one.
#njmooseandsquirrel
#fulltimetruckcamping
#fulltimetruckcamperliving
#lancetruckcampers
#truckcamperlife  #alafiamtb ",johnpitts01,"December 21, 2019",5.0,Unknown,https://www.singletracks.com/bike-trails/alafia-river-state-park/
"
 Great well maintained, something for everyone. Better be in good shape for the single and double blacks. ",Allan Taylor,"November 21, 2019",5.0,Unknown,https://www.singletracks.com/bike-trails/alafia-river-state-park/
"
 Outstanding trail sustem. The crew who maintains the trail does an awesome job. Glad to call this my home trail. ",George Jonah,"August 22, 2019",5.0,Unknown,https://www.singletracks.com/bike-trails/alafia-river-state-park/
